x_m,y_m,width_left_m,width_right_m,vx_mps
-27.3024962,48.8483538,0.5355243,1.5863062,15
-27.202694,48.8420955,0.5387891,1.584683,15
-27.1028878,48.8359171,0.5420539,1.5830598,15
-27.0030776,48.829818,0.5453187,1.5814366,15
-26.9032632,48.8237974,0.5485835,1.5798134,15
-26.8034367,48.8178541,0.5518483,1.5781902,15
-26.7036065,48.811988,0.5551132,1.576567,15
-26.6037727,48.8061982,0.5599948,1.575525,15
-26.5039353,48.800484,0.566952,1.575229,15
-26.4040945,48.7948448,0.5739092,1.574933,15
-26.3042504,48.7892798,0.5808665,1.574637,15
-26.2044029,48.7837882,0.5878237,1.574341,15
-26.1045523,48.7783694,0.5947809,1.574045,15
-26.0046984,48.7730226,0.6017381,1.573749,15
-25.9048411,48.7677471,0.6086954,1.573453,15
-25.8049745,48.7625419,0.6156526,1.573157,15
-25.7051049,48.7574065,0.6226098,1.572861,15
-25.6052324,48.7523403,0.6256992,1.5724143,15
-25.5053571,48.7473425,0.6237023,1.5717694,15
-25.405479,48.7424123,0.6217053,1.5711246,15
-25.3055981,48.7375491,0.6197083,1.5704797,15
-25.2057145,48.7327522,0.6177113,1.5698349,15
-25.1058283,48.7280208,0.6157143,1.56919,15
-25.0059394,48.7233541,0.6137173,1.5685452,15
-24.9060477,48.7187515,0.6117204,1.5679004,15
-24.8061503,48.714212,0.6097234,1.5672555,15
-24.7062503,48.7097352,0.6077264,1.5666107,15
-24.6063479,48.7053203,0.6059962,1.5654047,15
-24.506443,48.7009665,0.6046253,1.5634427,15
-24.4065357,48.6966731,0.6032544,1.5614807,15
-24.306626,48.6924394,0.6018835,1.5595187,15
-24.2067139,48.6882647,0.6005126,1.5575568,15
-24.1067995,48.6841483,0.5991417,1.5555948,15
-24.0068827,48.6800894,0.5977709,1.5536328,15
-23.9069636,48.6760872,0.5964,1.5516708,15
-23.8070432,48.6721412,0.5950291,1.5497088,15
-23.7071205,48.6682505,0.5936582,1.5477469,15
-23.6071954,48.6644144,0.5949191,1.5471656,15
-23.5072681,48.6606322,0.5998125,1.5484902,15
-23.4073383,48.6569031,0.6047059,1.5498148,15
-23.3074063,48.6532265,0.6095993,1.5511394,15
-23.2074719,48.6496015,0.6144927,1.5524639,15
-23.1075352,48.6460275,0.6193861,1.5537885,15
-23.0075962,48.6425038,0.6242795,1.5551131,15
-22.9076558,48.6390296,0.6291729,1.5564377,15
-22.8077192,48.6356044,0.6340664,1.5577623,15
-22.7077803,48.6322272,0.6389598,1.5590868,14.9198489
-22.607839,48.6288973,0.6405846,1.5607209,14.8164181
-22.5078951,48.6256141,0.6375868,1.5627926,14.7124739
-22.4079487,48.6223766,0.6345889,1.5648643,14.6080078
-22.3079997,48.6191844,0.6315911,1.566936,14.5030108
-22.208048,48.6160365,0.6285932,1.5690077,14.3974738
-22.1080936,48.6129322,0.6255954,1.5710793,14.2913871
-22.0081364,48.6098709,0.6225975,1.573151,14.1847408
-21.9081787,48.6068519,0.6195997,1.5752227,14.0775245
-21.8082311,48.6038748,0.6166018,1.5772944,13.9697271
-21.7082806,48.6009383,0.613604,1.5793661,13.8613376
-21.6083272,48.5980419,0.6097701,1.5809353,13.7523442
-21.508371,48.5951848,0.6047244,1.5817761,13.642735
-21.4084119,48.5923662,0.5996788,1.582617,13.5324973
-21.3084499,48.5895854,0.5946331,1.5834578,13.4216182
-21.208485,48.5868416,0.5895875,1.5842986,13.3100839
-21.1085172,48.5841343,0.5845418,1.5851395,13.1978804
-21.0085465,48.5814625,0.5794961,1.5859803,13.0849926
-20.9085771,48.5788258,0.5744505,1.5868211,12.9713896
-20.8086254,48.5762235,0.5694048,1.587662,12.8569804
-20.7086705,48.5736538,0.5643592,1.5885028,12.7417492
-20.608712,48.5711153,0.5588769,1.5890384,12.6256795
-20.5087497,48.5686064,0.5527462,1.5891206,12.5087539
-20.4087833,48.5661258,0.5466154,1.5892028,12.3909543
-20.3088126,48.563672,0.5404847,1.5892851,12.2722614
-20.2088372,48.5612435,0.5343539,1.5893673,12.1526552
-20.1088568,48.558839,0.5282232,1.5894495,12.0321145
-20.0088712,48.5564569,0.5220924,1.5895317,11.9106171
-19.9088883,48.554096,0.5159617,1.5896139,11.7879656
-19.8089344,48.5517533,0.509831,1.5896961,11.6640223
-19.7089754,48.5494195,0.5037002,1.5897783,11.538119
-19.6090118,48.5470854,0.5,1.5911129,11.411859
-19.5090439,48.5447417,0.5,1.5943542,11.2857122
-19.4090723,48.5423792,0.5,1.5975954,11.1596295
-19.3090975,48.5399887,0.5,1.6008367,11.033561
-19.20912,48.5375611,0.5,1.6040779,10.9074554
-19.1091402,48.535087,0.5,1.6073191,10.7812599
-19.0091587,48.5325572,0.5,1.6105604,10.6549203
-18.9091685,48.5299625,0.5,1.6138016,10.5287145
-18.8091499,48.5272883,0.5,1.6170429,10.4038718
-18.7091365,48.5245122,0.5,1.6202841,10.2803134
-18.6091332,48.5216093,0.502283,1.6230791,10.1579615
-18.5091451,48.518555,0.508129,1.6251778,10.0367389
-18.4091772,48.5153243,0.513975,1.6272764,9.9165684
-18.3092344,48.5118928,0.519821,1.6293751,9.7973732
-18.2093219,48.5082355,0.525667,1.6314737,9.6790762
-18.1094445,48.5043278,0.531513,1.6335724,9.5615999
-18.0096074,48.5001448,0.5373589,1.635671,9.4448659
-17.909756,48.4956592,0.5432049,1.6377697,9.3291574
-17.809745,48.4908328,0.5490509,1.6398683,9.2156521
-17.7097872,48.4856335,0.5548969,1.6419669,9.1042557
-17.6098856,48.4800187,0.5588753,1.6425475,8.9948749
-17.5100434,48.473946,0.5598656,1.6406992,8.8874168
-17.4102637,48.4673727,0.560856,1.6388509,8.7817881
-17.3105495,48.4602564,0.5618463,1.6370026,8.677895
-17.210904,48.4525544,0.5628366,1.6351543,8.5756424
-17.1113302,48.4442242,0.5638269,1.633306,8.474933
-17.0118312,48.4352233,0.5648173,1.6314577,8.3756671
-16.9123762,48.4255055,0.5658076,1.6296093,8.2781957
-16.8129122,48.4150147,0.5667979,1.627761,8.1836751
-16.7135481,48.403699,0.5677883,1.6259127,8.0920314
-16.6142995,48.3914966,0.5711475,1.6204222,8.0031938
-16.5151818,48.3783454,0.5783931,1.6089563,7.917092
-16.4162104,48.3641835,0.5856388,1.5974904,7.8336559
-16.3174009,48.348949,0.5928844,1.5860245,7.7528135
-16.2187686,48.3325799,0.6001301,1.5745586,7.6744895
-16.1203291,48.3150143,0.6073757,1.5630927,7.5986036
-16.0220978,48.2961903,0.6146214,1.5516268,7.5250688
-15.9241268,48.2760538,0.621867,1.5401609,7.4536193
-15.8264834,48.2545586,0.6291127,1.528695,7.3838912
-15.7291364,48.2316412,0.6363583,1.5172291,7.3159197
-15.6321334,48.2072536,0.6472551,1.5004227,7.2497396
-15.5355218,48.1813483,0.6642949,1.4746307,7.1853851
-15.4393492,48.1538774,0.6813347,1.4488387,7.1228876
-15.3436631,48.1247933,0.6983746,1.4230467,7.0622748
-15.2485111,48.0940482,0.7154144,1.3972547,7.003569
-15.1539406,48.0615943,0.7324542,1.3714627,6.9467849
-15.0599992,48.0273839,0.7494941,1.3456707,6.8919279
-14.9667564,47.9913784,0.7665339,1.3198787,6.838336
-14.8742768,47.9535494,0.7835737,1.2940867,6.7849068
-14.7825733,47.9138626,0.8006136,1.2682947,6.7316382
-14.6916973,47.8722988,0.8224288,1.2382622,6.6785164
-14.6017005,47.8288391,0.8524854,1.2009112,6.6255144
-14.5126343,47.7834647,0.8825421,1.1635603,6.5725906
-14.4245502,47.7361565,0.9125987,1.1262093,6.5196869
-14.3374996,47.6868957,0.9426554,1.0888584,6.4667272
-14.2515341,47.6356632,0.972712,1.0515074,6.4136148
-14.1667052,47.5824401,1.0027687,1.0141565,6.3602313
-14.0830989,47.5272303,1.0328253,0.9768056,6.3075197
-14.000818,47.470033,1.0628819,0.9394546,6.2572638
-13.9199484,47.4108077,1.0929386,0.9021037,6.2098847
-13.8406286,47.3495465,1.1287687,0.8645903,6.1658214
-13.7629973,47.2862414,1.1748206,0.8267892,6.125531
-13.6871932,47.2208844,1.2208726,0.7889881,6.0894873
-13.613355,47.1534677,1.2669245,0.751187,6.0581785
-13.5416212,47.0839831,1.3129765,0.713386,6.0321034
-13.4721305,47.0124228,1.3590284,0.6755849,6.0117652
-13.4050216,46.9387788,1.4050804,0.6377838,5.9976635
-13.3403206,46.8629101,1.4511323,0.5999827,5.9856722
-13.2780886,46.7848011,1.4971842,0.5621817,5.9736569
-13.2184851,46.704707,1.5432362,0.5243806,5.9652217
-13.1615161,46.622717,1.5691293,0.5,5.9601711
-13.1071878,46.5389201,1.5584006,0.5,5.9582912
-13.0555065,46.4534054,1.547672,0.5,5.9593543
-13.0064784,46.3662621,1.5369433,0.5,5.9631227
-12.9601095,46.2775791,1.5262146,0.5,5.9693527
-12.9164061,46.1874456,1.5154859,0.5,5.977797
-12.8753744,46.0959507,1.5047572,0.5,5.9882075
-12.8371347,46.0034684,1.4940285,0.5,6.0003371
-12.801697,45.910095,1.4832998,0.5,6.0122852
-12.7690076,45.8156479,1.4725711,0.5,6.0221628
-12.7391329,45.72022,1.4542863,0.5128048,6.0297882
-12.7121391,45.623904,1.4219139,0.5494831,6.0350036
-12.6880924,45.5267929,1.3895415,0.5861614,6.0376762
-12.6670591,45.4289795,1.3571691,0.6228396,6.0376997
-12.6491056,45.3305566,1.3247967,0.6595179,6.0349961
-12.6342979,45.2316171,1.2924243,0.6961962,6.0295186
-12.6227025,45.1322538,1.2600519,0.7328744,6.021253
-12.6143957,45.0327735,1.2276794,0.7695527,6.0102214
-12.609329,44.9332484,1.195307,0.806231,6.0021156
-12.6073694,44.833548,1.1629346,0.8429093,6.0020856
-12.6084006,44.7337436,1.1328935,0.8793209,6.0095914
-12.6123063,44.6339067,1.1073141,0.9152223,6.0240835
-12.6189704,44.5341086,1.0817348,0.9511237,6.0450146
-12.6282766,44.4344206,1.0561554,0.987025,6.0718495
-12.6401086,44.3349143,1.030576,1.0229264,6.1040726
-12.6543502,44.2356609,1.0049966,1.0588278,6.1411921
-12.6708851,44.1367319,0.9794172,1.0947292,6.1827441
-12.6895803,44.0382889,0.9538378,1.1306305,6.228294
-12.7103536,43.9403918,0.9282584,1.1665319,6.2751973
-12.7331895,43.8429778,0.902679,1.2024333,6.3209184
-12.7580573,43.7460821,0.8787702,1.2346172,6.3655225
-12.7849258,43.6497397,0.858144,1.2594966,6.4090622
-12.8137642,43.5539859,0.8375178,1.284376,6.4515784
-12.8445414,43.4588556,0.8168916,1.3092554,6.4931018
-12.8772266,43.364384,0.7962654,1.3341349,6.5336536
-12.9117888,43.2706062,0.7756391,1.3590143,6.5732466
-12.948197,43.1775573,0.7550129,1.3838937,6.6118863
-12.9864529,43.0851941,0.7343867,1.4087731,6.6495711
-13.026527,42.9935126,0.7137605,1.4336525,6.6875434
-13.0683137,42.9026196,0.6931343,1.4585319,6.7274927
-13.1117486,42.812516,0.6750073,1.4796179,6.7693825
-13.1567674,42.7232026,0.6619233,1.4930492,6.8131687
-13.2033057,42.6346803,0.6488394,1.5064806,6.8588013
-13.2512991,42.5469501,0.6357554,1.5199119,6.906226
-13.3006833,42.4600128,0.6226715,1.5333433,6.9553857
-13.3513939,42.3738693,0.6095875,1.5467747,7.0062219
-13.4033666,42.2885204,0.5965036,1.560206,7.0586756
-13.4566007,42.2038676,0.5834196,1.5736374,7.1126883
-13.5110804,42.1198559,0.5703357,1.5870687,7.1678736
-13.5666688,42.0366252,0.5572517,1.6005001,7.223743
-13.623325,41.9541613,0.5468508,1.6107149,7.2803525
-13.6810082,41.8724501,0.5420111,1.6142627,7.3377513
-13.7396775,41.7914773,0.5371714,1.6178106,7.3950419
-13.7992919,41.7112288,0.5323316,1.6213584,7.4516649
-13.8598108,41.6316902,0.5274919,1.6249062,7.5076364
-13.9211931,41.5528474,0.5226522,1.628454,7.5629716
-13.9833979,41.4746862,0.5178125,1.6320019,7.6176854
-14.0464521,41.3971106,0.5129727,1.6355497,7.6717919
-14.1103662,41.3200692,0.508133,1.6390975,7.7253047
-14.1750227,41.2436882,0.5032933,1.6426454,7.7782369
-14.2404084,41.1679664,0.5011042,1.6437334,7.8306012
-14.3065101,41.0929024,0.5045601,1.639583,7.8824098
-14.3733145,41.0184948,0.5080159,1.6354326,7.9336742
-14.4408083,40.9447424,0.5114717,1.6312821,7.9844059
-14.5089782,40.8716437,0.5149275,1.6271317,8.0346157
-14.577811,40.7991976,0.5183834,1.6229813,8.0843142
-14.6472933,40.7274026,0.5218392,1.6188309,8.1335116
-14.7174752,40.6561938,0.525295,1.6146805,8.1822175
-14.7883702,40.5855457,0.5287508,1.61053,8.2304417
-14.8598769,40.5155454,0.5322067,1.6063796,8.2781932
-14.9319813,40.4461898,0.5380185,1.6009613,8.3254809
-15.0046695,40.377476,0.5489867,1.5927679,8.3723135
-15.0779277,40.3094012,0.559955,1.5845745,8.4186993
-15.151742,40.2419624,0.5709232,1.5763811,8.4646465
-15.2260985,40.1751567,0.5818915,1.5681877,8.5101627
-15.3009833,40.1089811,0.5928597,1.5599943,8.5552557
-15.3763825,40.0434328,0.603828,1.5518009,8.5999329
-15.4523661,39.9784378,0.6147962,1.5436075,8.6442013
-15.5289386,39.9139838,0.6257645,1.5354141,8.688068
-15.6059952,39.8501513,0.6367327,1.5272207,8.7315397
-15.6835284,39.7869374,0.6490905,1.5181382,8.774623
-15.7615304,39.7243393,0.6645748,1.507055,8.8173242
-15.8399936,39.6623542,0.680059,1.4959719,8.8596496
-15.9189103,39.6009791,0.6955432,1.4848887,8.9016052
-15.9982728,39.5402111,0.7110275,1.4738055,8.9431969
-16.0780734,39.4800475,0.7265117,1.4627224,8.9844304
-16.1583045,39.4204854,0.741996,1.4516392,9.0253113
-16.2390206,39.3614767,0.7574802,1.440556,9.065845
-16.3202088,39.3030264,0.7729645,1.4294729,9.1060367
-16.4018089,39.2451742,0.7884487,1.4183897,9.1458918
-16.4838153,39.1879194,0.8032233,1.4059541,9.185415
-16.5662223,39.1312615,0.8163558,1.3903894,9.2246115
-16.6490244,39.0751998,0.8294884,1.3748247,9.2634859
-16.7322161,39.0197337,0.8426209,1.3592601,9.3020429
-16.8157917,38.9648627,0.8557535,1.3436954,9.340287
-16.8997457,38.9105862,0.8688861,1.3281307,9.3782227
-16.9840726,38.8569034,0.8820186,1.312566,9.4158544
-17.068798,38.8037943,0.8951512,1.2970013,9.4531863
-17.1539051,38.7512658,0.9082837,1.2814366,9.4902224
-17.2393688,38.6993286,0.9214163,1.2658719,9.5269669
-17.3251835,38.6479815,0.9336263,1.2509706,9.5634237
-17.4113436,38.5972231,0.9436405,1.2376482,9.5995966
-17.4978437,38.5470518,0.9536547,1.2243257,9.6354895
-17.5846782,38.4974664,0.963669,1.2110032,9.6711061
-17.6718415,38.4484653,0.9736832,1.1976808,9.7064498
-17.7593281,38.4000473,0.9836974,1.1843583,9.7415244
-17.8471324,38.3522109,0.9937117,1.1710358,9.7763332
-17.935253,38.3049525,1.0037259,1.1577134,9.8108796
-18.0236824,38.2582719,1.0137401,1.1443909,9.845167
-18.1124143,38.2121687,1.0237544,1.1310684,9.8791986
-18.2014438,38.1666413,1.0335467,1.1189413,9.9129776
-18.2907661,38.1216881,1.0427956,1.1097415,9.9465071
-18.3803764,38.0773077,1.0520446,1.1005418,9.9797901
-18.47027,38.0334986,1.0612935,1.091342,10.0128297
-18.5604419,37.9902592,1.0705425,1.0821422,10.0456287
-18.6508874,37.9475881,1.0797914,1.0729424,10.0781901
-18.7416018,37.9054837,1.0890404,1.0637427,10.1105167
-18.8325533,37.8639568,1.0982893,1.0545429,10.1426112
-18.9237572,37.8229963,1.1075383,1.0453431,10.1744764
-19.0152161,37.7825974,1.1167872,1.0361433,10.2061148
-19.1069258,37.7427583,1.1260392,1.0267054,10.2375292
-19.1988818,37.7034776,1.1352987,1.0166672,10.2687221
-19.2910799,37.6647534,1.1445582,1.0066289,10.2996959
-19.3835157,37.6265843,1.1538178,0.9965907,10.3304533
-19.4761849,37.5889684,1.1630773,0.9865524,10.3609965
-19.569083,37.5519042,1.1723368,0.9765141,10.3913279
-19.6622059,37.5153901,1.1815964,0.9664759,10.42145
-19.755492,37.4794461,1.1908559,0.9564376,10.451365
-19.8489866,37.4440511,1.2001154,0.9463994,10.4810751
-19.9426933,37.4092001,1.209375,0.9363611,10.5105826
-20.0366084,37.3748916,1.2188084,0.9261313,10.5398896
-20.1307279,37.3411237,1.2286931,0.9154042,10.5689984
-20.225048,37.3078947,1.2385778,0.9046771,10.5979108
-20.3195648,37.2752029,1.2484625,0.89395,10.6266292
-20.4142744,37.2430464,1.2583472,0.8832229,10.6551554
-20.5091728,37.2114236,1.2682319,0.8724958,10.6834915
-20.6042563,37.1803327,1.2781166,0.8617687,10.7116395
-20.6994376,37.1497985,1.2880013,0.8510416,10.7396012
-20.7947927,37.1197927,1.297886,0.8403145,10.7673786
-20.8903216,37.0903125,1.3077707,0.8295874,10.7949736
-20.9860208,37.0613561,1.3175926,0.8190473,10.8223879
-21.0818867,37.0329216,1.3272465,0.8090071,10.8496235
-21.1779159,37.0050072,1.3369003,0.7989669,10.876682
-21.2741049,36.9776111,1.3465542,0.7889267,10.9035652
-21.3704501,36.9507316,1.356208,0.7788865,10.9302749
-21.4669482,36.9243667,1.3658619,0.7688463,10.9568128
-21.5635923,36.8985155,1.3755158,0.7588062,10.9831805
-21.660285,36.8732005,1.3851696,0.748766,11.0093796
-21.7571201,36.8483938,1.3948235,0.7387258,11.0354119
-21.8540946,36.8240937,1.4044773,0.7286856,11.0612789
-21.9512053,36.8002986,1.4135595,0.7197693,11.0869821
-22.0484491,36.7770068,1.4210663,0.71395,11.1125231
-22.1458231,36.7542166,1.4285731,0.7081306,11.1379035
-22.2433242,36.7319263,1.4360799,0.7023113,11.1631248
-22.3409492,36.7101342,1.4435868,0.696492,11.1881883
-22.4386951,36.6888387,1.4510936,0.6906727,11.2130957
-22.5365489,36.6680402,1.4586004,0.6848534,11.2378483
-22.6344199,36.6477548,1.4661072,0.679034,11.2624476
-22.7324025,36.6279601,1.473614,0.6732147,11.2868948
-22.8304941,36.6086547,1.4811208,0.6673954,11.3111916
-22.9286917,36.5898371,1.4878168,0.6629796,11.3353391
-23.0269927,36.5715058,1.492209,0.6625511,11.3593387
-23.125394,36.5536595,1.4966013,0.6621226,11.3831918
-23.2238931,36.5362966,1.5009936,0.6616941,11.4068997
-23.322487,36.5194158,1.5053859,0.6612656,11.4304636
-23.4211729,36.5030157,1.5097781,0.660837,11.4538847
-23.5199334,36.4870969,1.5141704,0.6604085,11.4771645
-23.6186912,36.4716695,1.5185627,0.65998,11.500304
-23.7175326,36.4567173,1.522955,0.6595515,11.5233046
-23.816455,36.4422388,1.5273472,0.659123,11.5461673
-23.9154558,36.4282326,1.5315341,0.6578965,11.5688935
-24.0145323,36.4146973,1.5351192,0.6543319,11.5914842
-24.1136819,36.4016312,1.5387042,0.6507673,11.6139406
-24.2129019,36.3890331,1.5422893,0.6472027,11.6362639
-24.3121898,36.3769013,1.5458744,0.6436381,11.6584552
-24.4115429,36.3652345,1.5494594,0.6400734,11.6805156
-24.5109424,36.3540329,1.5530445,0.6365088,11.7024461
-24.6103278,36.3433009,1.5566296,0.6329442,11.7242479
-24.7097707,36.3330285,1.5602146,0.6293796,11.7459221
-24.8092687,36.3232141,1.5637997,0.625815,11.7674696
-24.9088192,36.3138562,1.5678445,0.6215724,11.7888916
-25.00842,36.3049533,1.5732794,0.6152801,11.810189
-25.1080685,36.2965038,1.5787144,0.6089877,11.8313629
-25.2077623,36.2885062,1.5841493,0.6026953,11.8524143
-25.3074991,36.2809589,1.5895843,0.5964029,11.8733442
-25.4072765,36.2738604,1.5950193,0.5901106,11.8941535
-25.507077,36.2672101,1.6004542,0.5838182,11.9148432
-25.6068574,36.2610088,1.6058892,0.5775258,11.9354143
-25.7066713,36.2552513,1.6113241,0.5712334,11.9558677
-25.8065163,36.2499362,1.6167591,0.5649411,11.9762044
-25.9063902,36.2450622,1.6222148,0.5593009,11.9964252
-26.0062908,36.2406281,1.6277352,0.5556969,12.0165311
-26.1062158,36.2366324,1.6332557,0.5520929,12.036523
-26.206163,36.2330738,1.6387761,0.5484889,12.0564018
-26.3061302,36.229951,1.6442966,0.5448849,12.0761682
-26.4061151,36.2272627,1.6498171,0.541281,12.0958234
-26.5061045,36.2250077,1.6553375,0.537677,12.1153679
-26.6060713,36.2231847,1.660858,0.534073,12.1348029
-26.7060493,36.2217905,1.6663784,0.530469,12.1541289
-26.8060365,36.2208227,1.6718989,0.526865,12.173347
-26.9060309,36.2202791,1.6767103,0.5235436,12.1924579
-27.0060305,36.2201573,1.6792351,0.5211336,12.2114624
-27.1060333,36.2204549,1.68176,0.5187237,12.2303613
-27.2060373,36.2211697,1.6842848,0.5163137,12.2491554
-27.3060404,36.2222991,1.6868097,0.5139037,12.2678456
-27.4060406,36.223841,1.6893345,0.5114937,12.2864325
-27.5060297,36.2257928,1.6918594,0.5090838,12.304917
-27.6059932,36.2281508,1.6943842,0.5066738,12.3232998
-27.7059486,36.2309101,1.6969091,0.5042638,12.3415816
-27.8058945,36.2340655,1.6994339,0.5018538,12.3597632
-27.9058294,36.2376114,1.7008459,0.5002611,12.3778454
-28.0057519,36.2415426,1.6985486,0.5013925,12.3958288
-28.1056606,36.2458536,1.6962513,0.5025239,12.4137142
-28.2055542,36.2505391,1.693954,0.5036553,12.4315023
-28.3054311,36.2555937,1.6916567,0.5047867,12.4491938
-28.4052901,36.261012,1.6893594,0.5059181,12.4667894
-28.5051271,36.2667884,1.6870621,0.5070495,12.4842897
-28.6049365,36.2729172,1.6847648,0.5081808,12.5016956
-28.7047244,36.2793934,1.6824675,0.5093122,12.5190075
-28.8044903,36.2862113,1.6801702,0.5104436,12.5362263
-28.9042332,36.2933655,1.6769655,0.5118685,12.5533525
-29.0039526,36.3008504,1.6706323,0.5143053,12.5703868
-29.1036475,36.3086605,1.6642991,0.5167421,12.58733
-29.2033174,36.3167903,1.6579659,0.5191789,12.6041825
-29.3029614,36.3252342,1.6516327,0.5216157,12.620945
-29.4025787,36.3339867,1.6452995,0.5240524,12.6376183
-29.5021687,36.3430423,1.6389663,0.5264892,12.6542028
-29.601731,36.3523955,1.6326331,0.528926,12.6706992
-29.7012651,36.3620408,1.6262999,0.5313628,12.6871082
-29.8007707,36.3719728,1.6199667,0.5337996,12.7034302
-29.9002478,36.3821861,1.6143201,0.5358046,12.719666
-29.999696,36.3926751,1.6111232,0.5362696,12.7358161
-30.0991151,36.4034344,1.6079262,0.5367346,12.7518811
-30.198505,36.4144585,1.6047292,0.5371995,12.7678616
-30.2978654,36.4257421,1.6015323,0.5376645,12.7837581
-30.3971961,36.4372795,1.5983353,0.5381295,12.7995712
-30.4964984,36.4490657,1.5951384,0.5385945,12.8153016
-30.5957741,36.4610953,1.5919414,0.5390594,12.8309496
-30.69502,36.4733627,1.5887444,0.5395244,12.846516
-30.7942364,36.4858623,1.5855475,0.5399894,12.8620012
-30.8934234,36.4985888,1.5836503,0.540522,12.8774058
-30.9925813,36.5115369,1.5865553,0.5413048,12.8927303
-31.0917103,36.5247012,1.5894602,0.5420875,12.9079753
-31.1908106,36.5380762,1.5923652,0.5428703,12.9231412
-31.2898824,36.5516566,1.5952701,0.543653,12.9382287
-31.388926,36.565437,1.5981751,0.5444358,12.9532381
-31.4879433,36.5794122,1.60108,0.5452185,12.9681701
-31.5869367,36.5935773,1.603985,0.5460012,12.9830252
-31.685903,36.6079263,1.60689,0.546784,12.9978038
-31.7848426,36.6224539,1.6097949,0.5475667,13.0125064
-31.8837562,36.6371547,1.6130335,0.5479486,13.0271336
-31.9826442,36.6520235,1.6175495,0.5467957,13.0416858
-32.0815072,36.6670549,1.6220654,0.5456428,13.0561635
-32.1803458,36.6822435,1.6265814,0.54449,13.0705672
-32.2791605,36.6975841,1.6310974,0.5433371,13.0848974
-32.3779519,36.7130713,1.6356133,0.5421842,13.0991545
-32.4767217,36.7287,1.6401293,0.5410313,13.1133391
-32.575472,36.744465,1.6446453,0.5398784,13.1274515
-32.6742009,36.7603608,1.6491612,0.5387256,13.1414922
-32.7729092,36.7763819,1.6536772,0.5375727,13.1554618
-32.8715977,36.792523,1.6576239,0.5360549,13.1693605
-32.970267,36.808779,1.6593101,0.5330881,13.183189
-33.0689181,36.8251445,1.6609964,0.5301213,13.1969476
-33.1675517,36.8416142,1.6626826,0.5271546,13.2106368
-33.2661686,36.8581828,1.6643689,0.5241878,13.224257
-33.3647695,36.8748451,1.6660551,0.521221,13.2378086
-33.4633558,36.8915958,1.6677414,0.5182543,13.2512922
-33.5619286,36.9084298,1.6694276,0.5152875,13.264708
-33.660488,36.9253422,1.6711139,0.5123207,13.2780565
-33.7590345,36.942328,1.6728001,0.509354,13.2913382
-33.8575692,36.9593823,1.6740396,0.5068306,13.3045534
-33.9560928,36.9765003,1.6734379,0.5061343,13.3177026
-34.0546061,36.993677,1.6728361,0.5054381,13.3307861
-34.15311,37.0109076,1.6722344,0.5047419,13.3438045
-34.2516052,37.0281872,1.6716326,0.5040456,13.356758
-34.3500926,37.0455109,1.6710309,0.5033494,13.3696471
-34.4485732,37.0628739,1.6704291,0.5026531,13.3824721
-34.547048,37.0802706,1.6698274,0.5019569,13.3952335
-34.645518,37.0976945,1.6692256,0.5012606,13.4079317
-34.7439842,37.115139,1.6686239,0.5005644,13.4205669
-34.842448,37.1325977,1.6676748,0.5,13.4331397
-34.9409104,37.1500639,1.6652386,0.5,13.4456504
-35.0393726,37.1675312,1.6628025,0.5,13.4580993
-35.1378359,37.184993,1.6603663,0.5,13.4704869
-35.2363013,37.2024427,1.6579301,0.5,13.4828135
-35.33477,37.2198739,1.655494,0.5,13.4950795
-35.4332432,37.2372798,1.6530578,0.5,13.5072851
-35.5317221,37.2546514,1.6506216,0.5,13.5194309
-35.6302093,37.2719764,1.6481855,0.5,13.5315171
-35.7287069,37.2892421,1.6457493,0.5,13.5435442
-35.827217,37.3064357,1.6431183,0.5004598,13.5555124
-35.9257419,37.3235446,1.6396196,0.5029664,13.5674221
-36.0242838,37.3405562,1.636121,0.505473,13.5792736
-36.1228447,37.3574576,1.6326223,0.5079796,13.5910674
-36.2214269,37.3742363,1.6291237,0.5104862,13.6028036
-36.3200325,37.3908796,1.625625,0.5129928,13.6144828
-36.4186625,37.4073745,1.6221264,0.5154994,13.6261051
-36.517318,37.4237084,1.6186277,0.518006,13.637671
-36.6160026,37.4398692,1.6151291,0.5205126,13.6491808
-36.7147176,37.4558442,1.6116304,0.5230192,13.5648263
-36.8134647,37.4716212,1.6079227,0.5258071,13.4777874
-36.9122452,37.4871875,1.6032463,0.5298983,13.3918422
-37.0110607,37.5025307,1.5985699,0.5339895,13.3069697
-37.1099126,37.5176383,1.5938935,0.5380807,13.2231491
-37.2088025,37.532498,1.5892172,0.542172,13.1403598
-37.3077319,37.5470971,1.5845408,0.5462632,13.0585816
-37.4067005,37.5614229,1.5798644,0.5503544,12.9777931
-37.5057085,37.5754629,1.575188,0.5544456,12.8979738
-37.604759,37.5892049,1.5705116,0.5585368,12.8191056
-37.7038524,37.6026361,1.5658352,0.5626281,12.7411708
-37.8029891,37.615744,1.5606249,0.5669394,12.6641515
-37.9021696,37.6285161,1.5528368,0.5723135,12.5880304
-38.0013944,37.6409396,1.5450488,0.5776875,12.51279
-38.1006637,37.6530021,1.5372607,0.5830615,12.438413
-38.1999782,37.6646908,1.5294727,0.5884356,12.3648822
-38.2993381,37.6759933,1.5216846,0.5938096,12.2921802
-38.3987419,37.6868966,1.5138966,0.5991837,12.2202935
-38.4981885,37.6973881,1.5061085,0.6045577,12.1492119
